 16940, -1668,  -664,   -45,    20,    11, 1
 17072, -1740,  -636,   -16,     4,   -11, 1
 17044, -1636,  -676,   -19,   -14,   -14, 1
 17116, -1688,  -764,     9,    11,     7, 1
 17104, -1684,  -744,    12,     1,    19, 1
 17164, -1652,  -708,    29,     9,    -3, 1
 17092, -1676,  -744,    35,    14,    10, 1
 17104, -1672,  -696,    33,    -8,     2, 1
 17108, -1700,  -692,   -18,     4,     0, 1
 17100, -1688,  -824,   -64,    18,   -15, 1
 17156, -1656,  -848,  -204,    26,     1, 1
 17192, -1700, -1092,  -604,    26,    -1, 1
 17004, -1816, -1060, -1096,    31,    13, 1
 17116, -1696, -1084, -1568,    39,    24, 1
 17024, -1724, -1124, -2035,    70,    49, 1
 17096, -1736,  -916, -2339,    81,    32, 1
 17056, -1788,  -864, -2512,    89,    37, 1
 17120, -1724,  -668, -2559,    91,    50, 1
 17180, -1780,  -632, -2498,    94,    28, 1
 17088, -1724,  -492, -2414,    83,    48, 1
 17100, -1640,  -576, -2272,    61,    56, 1
 17104, -1584,  -540, -2135,    82,    35, 1
 17120, -1712,  -804, -2033,    50,    44, 1
 17088, -1652,  -504, -1921,    72,    28, 1
 17084, -1652,  -336, -1677,    41,    24, 1
 17140, -1680,   -92, -1186,    49,    19, 1
 17140, -1468,  -384,  -719,    30,    16, 1
 17100, -1728, -1048,  -793,    25,     8, 1
 17204, -1640,  -852,  -993,    25,    40, 1
 16560, -1036,-11028,    41,   187,    49, 1
 17008, -1676, -3264,  -248,   122,    30, 1
 16912, -1752,  -340,   113,   -93,     3, 1
 16916, -1536, -1240,   -22,     6,   -25, 1
 17088, -1664,  -668,    14,    19,     2, 1
 17020, -1612,  -624,    25,   -30,     8, 1
 17108, -1672,  -500,    10,    11,    -9, 1
 17144, -1668,  -772,    40,     7,    20, 1
 17068, -1532,  -756,    16,    11,    -2, 1
 17048, -1652,  -628,     8,     1,     9, 1
 17048, -1736,  -816,    18,    12,   -20, 1
