5, -1656,  -560,     9,    -1,    -3, 0
 17088, -1692,  -832,    21,     8,     0, 0
 17076, -1696,  -708,    22,     6,    25, 0
 17092, -1704,  -780,    17,   -11,    11, 0
 17116, -1648,  -700,    16,    11,     3, 0
 17072, -1660,  -688,     6,     8,   -19, 0
 17064, -1672,  -664,    16,   -10,     3, 0
 17104, -1596,  -680,    19,     0,     2, 0
 17064, -1696,  -748,    15,   -14,     0, 0
 17008, -1704,  -692,     5,     6,   -23, 0
 17044, -1668,  -712,    17,     4,     5, 0
 17056, -1664,  -688,    19,     7,    -1, 0
 17068, -1728,  -672,     5,    13,     5, 0
 17068, -1624,  -692,    27,    30,   -23, 0
 16916, -1552,  -636,     0,     8,     4, 0
 16236, -2480,   680,   301,   -22,     1, 0
 17008, -1508,  -384,   928,   -54,   -10, 0
 17088, -1092,  -300,  1305,   -16,   -29, 0
 17140, -1732,  -360,  1521,   -26,   -17, 0
 17096, -1528,  -516,  1721,   -25,   -23, 0
 17072, -1680,  -216,  2160,   -48,   -45, 0
 17060, -1720,  -232,  2510,   -67,   -38, 0
 17040, -1720,  -468,  2699,   -81,   -63, 0
 17108, -1680,  -736,  2699,   -94,   -68, 0
 17028, -1772,  -780,  2588,   -53,   -58, 0
 17092, -1676,  -836,  2392,   -47,   -61, 0
 16984, -1716, -1056,  2194,   -65,   -61, 0
 17044, -1764,  -852,  1922,   -40,   -22, 0
 17064, -1728,  -776,  1634,   -45,   -42, 0
 17032, -1692,  -932,  1377,   -32,   -54, 0
 17036, -1728,  -968,  1171,   -30,   -33, 0
 17036, -1660,  -884,   959,    -7,   -28, 0
 17024, -1680,  -828,   755,    -7,    -7, 0
 17072, -1592,  -932,   531,   -35,    -7, 0
 17040, -1688,  -952,   328,    15,     2, 0
 17040, -1672,  -768,   155,    24,    32, 0
 17072, -1596,  -660,    28,    -2,    17, 0
 17128, -1656,  -668,   -14,   -10,    -8, 0
 17044, -1760,  -732,    37,    16,    24, 0
 17080, -1700,  -664,   105,   -11,    -2, 0
 17012, -1720,  -732,   120,    -9,    -7, 0
 17136, -1692,  -692,   124,   -21,   -28, 0
 16984, -1648,  -660,    87,   -10,     5, 0
