 17032, -1612,  -952,  -270,    34,     5, 1
 16988, -1728, -1084,  -546,    18,    20, 1
 17044, -1740, -1060,  -856,    43,     1, 1
 17076, -1636,  -924, -1175,    50,    47, 1
 17148, -1724,  -932, -1484,    47,    25, 1
 17032, -1764,  -944, -1775,    38,    30, 1
 17088, -1760,  -960, -2063,    66,    41, 1
 17120, -1704,  -900, -2289,    63,    53, 1
 17072, -1828,  -756, -2498,    81,    14, 1
 17032, -1772,  -828, -2656,   111,    48, 1
 16980, -1748,  -644, -2776,    70,    67, 1
 17024, -1704,  -740, -2841,    86,    48, 1
 17044, -1764,  -656, -2822,    90,    56, 1
 17108, -1832,  -700, -2825,   105,    49, 1
 17040, -1800,  -684, -2865,    78,    69, 1
 17040, -1744,  -628, -2883,    94,    39, 1
 17092, -1824,  -896, -2933,   103,    37, 1
 16940, -1868,  -680, -2954,   120,    56, 1
 17144, -1732,  -708, -2950,    95,    66, 1
 17092, -1772,  -460, -2898,   122,    52, 1
 17088, -1832,  -600, -2834,    94,    49, 1
 17156, -1768,  -560, -2765,    99,    68, 1
 16932, -1888,  -496, -2668,    77,    45, 1
 17060, -1832,  -612, -2606,    69,    38, 1
 17000, -1812,  -684, -2587,    61,    51, 1
 17140, -1772,  -672, -2528,    67,    49, 1
 17132, -1768,  -636, -2505,    94,    41, 1
 16984, -1792,  -640, -2578,    81,    32, 1
 17024, -1784,  -704, -2603,    68,    27, 1
 17032, -1736,  -708, -2642,    92,    56, 1
 16964, -1692,  -564, -2582,    89,    32, 1
 17060, -1716,  -548, -2438,    84,    46, 1
 17148, -1752,  -732, -2278,    83,    21, 1
 17024, -1696,  -700, -2237,    72,    35, 1
 17136, -1576,  -660, -2215,    93,    65, 1
 17052, -1752,  -616, -2243,    64,    36, 1
 17140, -1800,  -676, -2284,    61,    62, 1
 17164, -1832,  -692, -2261,    66,    30, 1
 17140, -1724,  -676, -2145,    66,    52, 1
 17072, -1664,  -504, -2064,    76,    30, 1
 17140, -1820,  -616, -1962,    46,    36, 1
 17064, -1720,  -668, -1907,    73,    35, 1
 17068, -1648,  -724, -1851,    48,    17, 1
 17020, -1760,  -736, -1830,    73,    37, 1
 17044, -1776,  -472, -1766,    62,    25, 1
 17068, -1784,  -648, -1639,    63,    26, 1
 17084, -1720,  -592, -1493,    55,    18, 1
 17140, -1648,  -520, -1375,    51,     3, 1
 17052, -1616,  -340, -1217,    51,    44, 1
 17096, -1648,  -636, -1070,    30,     6, 1
 17140, -1632,  -544,  -966,    36,    41, 1
 17032, -1756,  -436,  -833,    34,    17, 1
 17108, -1564,  -576,  -606,    47,    26, 1
 17016, -1688,  -732,  -508,    15,     6, 1
 17092, -1648,  -724,  -523,     6,   -11, 1
 16912, -1648,  -476,  -507,    31,     4, 1
 17076, -1648,  -876,  -455,    20,     9, 1
 17056, -1556,  -680,  -429,    22,     5, 1
 17056, -1656,  -700,  -464,    11,    -5, 1
 17112, -1876, -1260,   186,   -63,   -19, 1
 17016, -1680,  2004,    11,  -110,    -1, 1
 16964, -1604,   308,   -47,    -7,    10, 1
 17224, -1468,  -864,    30,    15,     3, 1
 17064, -1580,  -712,    19,    -4,     3, 1
 17100, -1612,  -828,    12,     5,    12, 1
 17056, -1764,  -912,     9,     7,   -12, 1
 17120, -1648,  -668,     1,    16,     0, 1
 17056, -1668,  -688,    21,    -6,     7, 1
