 17044, -1604,  -564,    23,   -17,     1, 0
 17016, -1700,  -616,    17,    10,   -13, 0
 17036, -1676,  -672,    13,    10,     0, 0
 17156, -1584,  -644,     2,   -24,     5, 0
 17048, -1596,  -588,    -1,     3,   -10, 0
 17032, -1716,  -616,    13,     4,     2, 0
 17092, -1592,  -672,    12,     2,   -14, 0
 17180, -1692,  -812,    22,   -27,   -10, 0
 17004, -1668,  -708,    18,     6,    -6, 0
 17068, -1588,  -852,    27,    21,     5, 0
 17028, -1652,  -700,     6,    12,     6, 0
 16972, -1488,  -848,    40,     4,    -8, 0
 17104, -1648,  -608,     8,    14,    -1, 0
 17048, -1648,  -580,    44,    -7,    -4, 0
 16996, -1488,  -548,   141,    24,     0, 0
 17100, -1572, -1052,   128,   -10,     2, 0
 17044, -1680,  -444,   348,   -17,    -8, 0
 17224, -1684,  -508,   649,    -6,    -6, 0
 17072, -1612,  -544,   871,   -49,   -11, 0
 17104, -1640,  -664,   971,   -11,   -15, 0
 17084, -1732,  -540,  1011,   -20,   -24, 0
 17192, -1668,  -560,  1167,   -22,    -2, 0
 17072, -1680,  -568,  1400,   -56,   -21, 0
 17112, -1648,  -512,  1644,   -37,   -24, 0
 17076, -1716,  -524,  1847,   -57,   -26, 0
 17024, -1732,  -516,  2044,   -62,   -51, 0
 17056, -1676,  -520,  2225,   -47,   -62, 0
 17176, -1764,  -520,  2357,   -87,   -40, 0
 17084, -1672,  -580,  2465,   -56,   -52, 0
 17044, -1716,  -600,  2530,   -82,   -57, 0
 17080, -1804,  -836,  2549,   -65,   -52, 0
 17068, -1792,  -564,  2582,   -77,   -54, 0
 17048, -1776,  -600,  2617,   -77,   -33, 0
 17104, -1792,  -524,  2670,   -84,   -47, 0
 17088, -1812,  -508,  2739,   -81,   -49, 0
 17220, -1760,  -380,  2775,   -85,   -63, 0
 17028, -1764,  -540,  2786,   -96,   -56, 0
 17028, -1816,  -644,  2803,   -74,   -50, 0
 17044, -1796,  -652,  2790,   -83,   -56, 0
 17072, -1752,  -592,  2842,   -91,   -69, 0
 17084, -1764,  -580,  2878,   -91,   -55, 0
 17000, -1736,  -724,  2899,   -88,   -64, 0
 17092, -1888,  -764,  2884,   -75,   -84, 0
 17036, -1760,  -824,  2851,   -86,   -58, 0
 17020, -1732,  -636,  2836,   -82,   -80, 0
 16936, -1740,  -836,  2820,   -67,   -56, 0
 17148, -1796,  -684,  2813,   -78,   -75, 0
 17060, -1844,  -816,  2805,   -85,   -55, 0
 17040, -1760,  -668,  2810,   -97,   -51, 0
 17020, -1764,  -720,  2830,   -77,   -72, 0
 17008, -1868,  -560,  2840,   -80,   -52, 0
 17100, -1712,  -592,  2856,  -103,   -76, 0
 17076, -1792,  -580,  2818,   -66,   -43, 0
 17120, -1856,  -760,  2774,   -76,   -41, 0
 17100, -1744,  -736,  2735,   -81,   -55, 0
 17012, -1848,  -592,  2671,   -67,   -60, 0
 17016, -1824,  -916,  2596,   -61,   -35, 0
 17112, -1732,  -852,  2432,   -65,   -53, 0
 17044, -1680,  -804,  2212,   -59,   -34, 0
 16932, -1712,  -900,  2018,   -51,   -42, 0
 17084, -1772,  -840,  1815,   -66,   -30, 0
 17176, -1704,  -904,  1654,   -29,   -33, 0
 17128, -1812,  -948,  1510,   -45,   -17, 0
 17128, -1716,  -800,  1327,   -17,   -22, 0
 17048, -1640,  -672,  1222,   -21,   -19, 0
 17088, -1716,  -784,  1118,   -36,    -6, 0
 17128, -1692,  -852,   930,   -34,   -48, 0
 17140, -1800,  -836,   793,    -9,   -27, 0
 17016, -1652,  -600,   653,     2,   -19, 0
 17100, -1668,  -708,   494,    -8,   -20, 0
 17012, -1660,  -796,   412,    14,   -18, 0
 17064, -1640,  -712,   376,   -14,    -3, 0
 17036, -1644,  -644,   358,   -11,   -17, 0
 17076, -1700,  -668,   366,    -9,    -2, 0
 17060, -1632,  -732,   303,   -31,    -2, 0
 17064, -1676,  -636,   217,    15,    -6, 0
 17076, -1688,  -688,   169,    12,     3, 0
 16948, -1680,  -744,    65,    -9,    -9, 0
 16964, -1692,  -768,    33,     9,    -3, 0
 17072, -1688,  -748,   -48,    -1,   -14, 0
 16916, -1704,  -668,   -33,     7,    10, 0
 16956, -1792,  -524,   -10,     3,   -10, 0
 17104, -1596,  -688,   -27,     3,    -1, 0
 17032, -1748,  -768,     2,   -11,   -14, 0
 17064, -1660,  -836,     4,   -25,     0, 0
 17044, -1600,  -708,     8,    26,   -12, 0
 17084, -1672,  -592,    22,    -5,     1, 0
 17064, -1668,  -640,     7,    12,    14, 0
 17092, -1708,  -764,    23,     8,    -8, 0
 17016, -1644,  -768,    22,    -1,   -21, 0
 17000, -1708,  -816,   -10,    10,    -8, 0
 16996, -1656,  -796,    12,    17,    -2, 0
 17044, -1700,  -632,    24,    -8,    -3, 0
 17112, -1684,  -812,     1,   -17,    11, 0
