 17124, -1728,  -804,     5,    18,     3, 1
 17084, -1644,  -740,    -3,    -2,    -5, 1
 17104, -1720,  -700,     1,    14,    -4, 1
 17112, -1716,  -640,    15,    19,     8, 1
 17108, -1720,  -580,    30,    15,     5, 1
 16988, -1668,  -688,    29,    16,     8, 1
 17120, -1612,  -720,   -13,     0,    -2, 1
 17032, -1728,  -660,    -7,    31,     5, 1
 17056, -1676,  -752,   -10,    28,     5, 1
 17100, -1664,  -676,    14,     9,     3, 1
 17048, -1628,  -616,    10,    20,    19, 1
 17424, -1580, -1348,     2,   -74,   -13, 1
 17244, -1620, -1056,  -123,     3,     3, 1
 17020, -1640, -1132,  -639,    19,    18, 1
 17076, -1648, -1236, -1169,    54,    29, 1
 17080, -1720, -1096, -1678,    58,    20, 1
 17060, -1688,  -932, -2070,    43,    30, 1
 17096, -1688,  -988, -2429,    80,    60, 1
 17048, -1800,  -996, -2768,    73,    45, 1
 17072, -1804,  -748, -2959,    84,    49, 1
 16968, -1780,  -688, -3048,   120,    37, 1
 17012, -1808,  -432, -2927,    99,    99, 1
 17080, -1788,  -608, -2802,    79,    66, 1
 17128, -1732,  -696, -2719,    88,    56, 1
 17096, -1720,  -736, -2686,    87,    62, 1
 17008, -1796,  -880, -2876,   102,    48, 1
 17120, -1784,  -760, -3034,    86,    53, 1
 17092, -1844,  -800, -3134,   112,    79, 1
 17016, -1864,  -808, -3150,   105,    56, 1
 17040, -1744,  -584, -3070,    97,    44, 1
 17136, -1672,  -412, -2878,   103,    52, 1
 17016, -1844,  -324, -2621,    79,    55, 1
 17080, -1816,  -524, -2301,    63,    46, 1
 17036, -1676,  -152, -1947,    69,    48, 1
 16728, -1040,  -272, -1165,   262,    35, 1
 17064, -1696,  -104,  -640,    43,     9, 1
 17020, -1640, -1248,  -811,    15,    25, 1
 17088, -1744,  -448,  -864,    35,    16, 1
 17004, -1788, -4240,  -303,   245,   -29, 1
 17248, -1548,  -380,    99,  -162,   -41, 1
 17012, -1572, -1812,     4,    39,     6, 1
 16956, -1620,  -980,    40,    13,     0, 1
 17076, -1708,  -652,     9,     8,     5, 1
 17032, -1680,  -616,    -7,     9,    -8, 1
 17168, -1608,  -792,    16,   -19,    23, 1
