 16988, -1724,  -548,    30,     3,    16, 0
 17040, -1700,  -716,    -2,    16,   -15, 0
 17060, -1628,  -708,     7,     2,   -14, 0
 16936, -1680,  -432,     8,    -8,    -9, 0
 16996, -1584,  -672,    24,    12,    -6, 0
 17052, -1612,  -708,     6,    14,     7, 0
 17112, -1652,  -740,    17,    15,    15, 0
 16904, -1568,  -752,    20,    16,    -9, 0
 17328, -1180,   436,   221,    38,    -8, 0
 17080, -1660,  -136,   469,   -26,    -8, 0
 17060, -1636,  -472,   838,   -20,   -19, 0
 17284, -1708,  -580,  1134,    13,   -21, 0
 17048, -1460,  -392,  1203,   -16,   -13, 0
 17032, -1736,  -212,  1358,   -26,     9, 0
 17120, -1668,  -368,  1775,   -67,   -37, 0
 17032, -1736,  -112,  2223,   -54,   -37, 0
 17076, -1788,  -472,  2602,   -67,   -44, 0
 17028, -1752,  -400,  2910,   -96,   -48, 0
 17148, -1828,  -592,  3094,  -101,   -54, 0
 17128, -1816,  -680,  3148,   -75,   -61, 0
 17148, -1864,  -796,  3118,   -89,   -62, 0
 17064, -1792,  -828,  3048,   -86,   -46, 0
 17076, -1672,  -680,  2961,   -75,   -67, 0
 16964, -1764,  -728,  2822,   -58,   -47, 0
 17076, -1732,  -912,  2707,   -97,   -56, 0
 17072, -1792,  -872,  2535,   -55,   -19, 0
 17104, -1744,  -724,  2397,   -76,   -54, 0
 17020, -1704,  -664,  2235,   -73,   -64, 0
 17064, -1804,  -704,  2136,   -54,   -36, 0
 17156, -1784,  -760,  2034,   -51,   -30, 0
 17040, -1640,  -932,  1930,   -54,   -41, 0
 16988, -1652,  -776,  1786,   -43,   -35, 0
 17020, -1704,  -900,  1632,   -50,    -7, 0
 17020, -1700,  -932,  1450,   -33,   -15, 0
 17052, -1664,  -756,  1222,   -42,   -28, 0
 17048, -1736,  -916,  1034,   -39,   -22, 0
 17024, -1692,  -892,   768,   -18,    -7, 0
 17052, -1688,  -812,   499,    -8,   -35, 0
 17040, -1724,  -808,   283,   -26,   -19, 0
 17108, -1628,  -836,   100,    -5,    -4, 0
 17128, -1636,  -752,   -27,   -13,    -3, 0
 17052, -1732,  -620,   -55,    21,    10, 0
 17104, -1688,  -712,   -69,    15,    13, 0
 17088, -1676,  -524,   -34,    15,   -14, 0
